W, 2018/5/21 9:10:10
Z, 2018/5/21 9:10:15
W, 2018/5/21 9:10:20
Z, 2018/5/21 9:10:25
W, 2018/5/21 9:10:30
W, 2018/5/21 9:10:35
Z, 2018/5/21 9:10:40
W, 2018/5/21 9:10:45
W, 2018/5/21 9:10:50
W, 2018/5/21 9:10:55
W, 2018/5/21 9:11:0
W, 2018/5/21 9:11:5
W, 2018/5/21 9:11:10
W, 2018/5/21 9:11:15
Z, 2018/5/21 9:11:20
W, 2018/5/21 9:11:25
W, 2018/5/21 9:11:30
W, 2018/5/21 9:11:35
Z, 2018/5/21 9:11:40
W, 2018/5/21 9:11:45
W, 2018/5/21 9:11:50
W, 2018/5/21 9:11:55
W, 2018/5/21 9:12:0
W, 2018/5/21 9:12:5
Z, 2018/5/21 9:12:10
Z, 2018/5/21 9:12:15
Z, 2018/5/21 9:12:20
W, 2018/5/21 9:12:25
W, 2018/5/21 9:12:30
W, 2018/5/21 9:12:35
Z, 2018/5/21 9:12:40
Z, 2018/5/21 9:12:45
Z, 2018/5/21 9:12:50
W, 2018/5/21 9:12:55
Z, 2018/5/21 9:13:0
Z, 2018/5/21 9:13:5
W, 2018/5/21 9:13:10
W, 2018/5/21 9:13:15
W, 2018/5/21 9:13:20
W, 2018/5/21 9:13:25
Z, 2018/5/21 9:13:30
W, 2018/5/21 9:13:35
Z, 2018/5/21 9:13:40
W, 2018/5/21 9:13:45
W, 2018/5/21 9:13:50
W, 2018/5/21 9:13:55
W, 2018/5/21 9:14:0
W, 2018/5/21 9:14:5
W, 2018/5/21 9:14:10
W, 2018/5/21 9:14:15
W, 2018/5/21 9:14:20
W, 2018/5/21 9:14:25
W, 2018/5/21 9:14:30
W, 2018/5/21 9:14:35
W, 2018/5/21 9:14:40
W, 2018/5/21 9:14:45
W, 2018/5/21 9:14:50
W, 2018/5/21 9:14:55
W, 2018/5/21 9:15:0
Z, 2018/5/21 9:15:5
W, 2018/5/21 9:15:10
W, 2018/5/21 9:15:15
W, 2018/5/21 9:15:20
Z, 2018/5/21 9:15:25
W, 2018/5/21 9:15:30
W, 2018/5/21 9:15:35
W, 2018/5/21 9:15:40
W, 2018/5/21 9:15:45
W, 2018/5/21 9:15:50
W, 2018/5/21 9:15:55
W, 2018/5/21 9:16:0
W, 2018/5/21 9:16:5
Z, 2018/5/21 9:16:10
W, 2018/5/21 9:16:15
W, 2018/5/21 9:16:20
Z, 2018/5/21 9:16:25
Z, 2018/5/21 9:16:30
Z, 2018/5/21 9:16:35
W, 2018/5/21 9:16:40
Z, 2018/5/21 9:16:45
W, 2018/5/21 9:16:50
W, 2018/5/21 9:16:55
W, 2018/5/21 9:17:0
W, 2018/5/21 9:17:5
W, 2018/5/21 9:17:10
Z, 2018/5/21 9:17:15
W, 2018/5/21 9:17:20
Z, 2018/5/21 9:17:25
W, 2018/5/21 9:17:30
W, 2018/5/21 9:17:35
W, 2018/5/21 9:17:40
W, 2018/5/21 9:17:45
Z, 2018/5/21 9:17:50
W, 2018/5/21 9:17:55
W, 2018/5/21 9:18:0
W, 2018/5/21 9:18:5
W, 2018/5/21 9:18:10
W, 2018/5/21 9:18:15
W, 2018/5/21 9:18:20
W, 2018/5/21 9:18:25
Z, 2018/5/21 9:18:30
W, 2018/5/21 9:18:35
Z, 2018/5/21 9:18:40
W, 2018/5/21 9:18:45
W, 2018/5/21 9:18:50
Z, 2018/5/21 9:18:55
W, 2018/5/21 9:19:0
Z, 2018/5/21 9:19:5
W, 2018/5/21 9:19:10
Z, 2018/5/21 9:19:15
W, 2018/5/21 9:19:20
W, 2018/5/21 9:19:25
W, 2018/5/21 9:19:30
W, 2018/5/21 9:19:35
W, 2018/5/21 9:19:40
W, 2018/5/21 9:19:45
W, 2018/5/21 9:19:50
W, 2018/5/21 9:19:55
Z, 2018/5/21 9:20:0
W, 2018/5/21 9:20:5
W, 2018/5/21 9:20:10
W, 2018/5/21 9:20:15
Z, 2018/5/21 9:20:20
W, 2018/5/21 9:20:25
W, 2018/5/21 9:20:30
W, 2018/5/21 9:20:35
Z, 2018/5/21 9:20:40
W, 2018/5/21 9:20:45
W, 2018/5/21 9:20:50
Z, 2018/5/21 9:20:55
Z, 2018/5/21 9:21:0
Z, 2018/5/21 9:21:5
Z, 2018/5/21 9:21:10
W, 2018/5/21 9:21:15
W, 2018/5/21 9:21:20
W, 2018/5/21 9:21:25
Z, 2018/5/21 9:21:30
W, 2018/5/21 9:21:35
W, 2018/5/21 9:21:40
W, 2018/5/21 9:21:45
Z, 2018/5/21 9:21:50
Z, 2018/5/21 9:21:55
W, 2018/5/21 9:22:0
W, 2018/5/21 9:22:5
W, 2018/5/21 9:22:10
W, 2018/5/21 9:22:15
W, 2018/5/21 9:22:20
W, 2018/5/21 9:22:25
W, 2018/5/21 9:22:30
W, 2018/5/21 9:22:35
Z, 2018/5/21 9:22:40
Z, 2018/5/21 9:22:45
W, 2018/5/21 9:22:50
W, 2018/5/21 9:22:55
Z, 2018/5/21 9:23:0
W, 2018/5/21 9:23:5
W, 2018/5/21 9:23:10
Z, 2018/5/21 9:23:15
W, 2018/5/21 9:23:20
W, 2018/5/21 9:23:25
Z, 2018/5/21 9:23:30
W, 2018/5/21 9:23:35
W, 2018/5/21 9:23:40
W, 2018/5/21 9:23:45
W, 2018/5/21 9:23:50
W, 2018/5/21 9:23:55
W, 2018/5/21 9:24:0
W, 2018/5/21 9:24:5
Z, 2018/5/21 9:24:10
W, 2018/5/21 9:24:15
W, 2018/5/21 9:24:20
Z, 2018/5/21 9:24:25
W, 2018/5/21 9:24:30
Z, 2018/5/21 9:24:35
Z, 2018/5/21 9:24:40
Z, 2018/5/21 9:24:45
W, 2018/5/21 9:24:50
W, 2018/5/21 9:24:55
W, 2018/5/21 9:25:0
W, 2018/5/21 9:25:5
Z, 2018/5/21 9:25:10
W, 2018/5/21 9:25:15
Z, 2018/5/21 9:25:20
W, 2018/5/21 9:25:25
Z, 2018/5/21 9:25:30
W, 2018/5/21 9:25:35
Z, 2018/5/21 9:25:40
W, 2018/5/21 9:25:45
Z, 2018/5/21 9:25:50
W, 2018/5/21 9:25:55
W, 2018/5/21 9:26:0
Z, 2018/5/21 9:26:5
Z, 2018/5/21 9:26:10
Z, 2018/5/21 9:26:15
W, 2018/5/21 9:26:20
W, 2018/5/21 9:26:25
Z, 2018/5/21 9:26:30
W, 2018/5/21 9:26:35
Z, 2018/5/21 9:26:40
W, 2018/5/21 9:26:45
W, 2018/5/21 9:26:50
Z, 2018/5/21 9:26:55
W, 2018/5/21 9:27:0
Z, 2018/5/21 9:27:5
W, 2018/5/21 9:27:10
W, 2018/5/21 9:27:15
W, 2018/5/21 9:27:20
Z, 2018/5/21 9:27:25
W, 2018/5/21 9:27:30
W, 2018/5/21 9:27:35
W, 2018/5/21 9:27:40
Z, 2018/5/21 9:27:45
W, 2018/5/21 9:27:50
W, 2018/5/21 9:27:55
W, 2018/5/21 9:28:0
W, 2018/5/21 9:28:5
W, 2018/5/21 9:28:10
W, 2018/5/21 9:28:15
Z, 2018/5/21 9:28:20
Z, 2018/5/21 9:28:25
Z, 2018/5/21 9:28:30
W, 2018/5/21 9:28:35
Z, 2018/5/21 9:28:40
W, 2018/5/21 9:28:45
W, 2018/5/21 9:28:50
W, 2018/5/21 9:28:55
W, 2018/5/21 9:29:0
W, 2018/5/21 9:29:5
W, 2018/5/21 9:29:10
W, 2018/5/21 9:29:15
W, 2018/5/21 9:29:20
Z, 2018/5/21 9:29:25
Z, 2018/5/21 9:29:30
Z, 2018/5/21 9:29:35
W, 2018/5/21 9:29:40
Z, 2018/5/21 9:29:45
W, 2018/5/21 9:29:50
W, 2018/5/21 9:29:55
W, 2018/5/21 9:30:0
W, 2018/5/21 9:30:5
Z, 2018/5/21 9:30:10
Z, 2018/5/21 9:30:15
Z, 2018/5/21 9:30:20
W, 2018/5/21 9:30:25
W, 2018/5/21 9:30:30
W, 2018/5/21 9:30:35
W, 2018/5/21 9:30:40
Z, 2018/5/21 9:30:45
W, 2018/5/21 9:30:50
W, 2018/5/21 9:30:55
Z, 2018/5/21 9:31:0
W, 2018/5/21 9:31:5
Z, 2018/5/21 9:31:10
W, 2018/5/21 9:31:15
W, 2018/5/21 9:31:20
W, 2018/5/21 9:31:25
W, 2018/5/21 9:31:30
W, 2018/5/21 9:31:35
W, 2018/5/21 9:31:40
W, 2018/5/21 9:31:45
W, 2018/5/21 9:31:50
W, 2018/5/21 9:31:55
W, 2018/5/21 9:32:0
W, 2018/5/21 9:32:5
Z, 2018/5/21 9:32:10
W, 2018/5/21 9:32:15
W, 2018/5/21 9:32:20
Z, 2018/5/21 9:32:25
Z, 2018/5/21 9:32:30
W, 2018/5/21 9:32:35
W, 2018/5/21 9:32:40
Z, 2018/5/21 9:32:45
W, 2018/5/21 9:32:50
W, 2018/5/21 9:32:55
Z, 2018/5/21 9:33:0
W, 2018/5/21 9:33:5
Z, 2018/5/21 9:33:10
W, 2018/5/21 9:33:15
